activity_id,date,start_time,name,type,duration_min,distance_km,avg_hr,max_hr,calories,avg_power,norm_power,training_load,aerobic_te,anaerobic_te,elevation_gain_m,avg_speed_kmh
23811717975,2026-08-01,2026-08-01 17:41:54,Quan 10 Road Cycling,road_biking,78.0,33.52,135.0,177.0,574.0,126.0,143.0,159.43743896484375,3.200000047683716,2.299999952316284,126.0,25.78
23805738114,2026-08-01,2026-08-01 05:52:29,Meditation,meditation,10.0,,62.0,89.0,,,,0.0,0.0,0.0,,
23805670241,2026-08-01,2026-08-01 05:35:37,Relax and Focus,breathwork,15.6,,63.0,90.0,,,,0.0,0.0,0.0,,
23825525769,2026-08-02,2026-08-02 19:51:43,Quan 11 Walking,walking,99.0,8.16,125.0,133.0,540.0,,,46.943572998046875,2.299999952316284,0.0,11.0,4.95
23820950702,2026-08-02,2026-08-02 14:29:07,Bien Hoa Road Cycling,road_biking,67.3,29.73,156.0,179.0,597.0,145.0,170.0,346.87591552734375,4.5,3.0999999046325684,147.0,26.52
23818254990,2026-08-02,2026-08-02 07:36:02,Meditation,meditation,10.0,,67.0,80.0,,,,0.0,0.0,0.0,,
23818254725,2026-08-02,2026-08-02 07:19:55,Relax and Focus,breathwork,15.6,,59.0,116.0,,,,0.349090576171875,0.0,0.0,,
23835891532,2026-08-03,2026-08-03 20:06:16,Quan 10 Cycling,cycling,5.1,1.31,134.0,161.0,37.0,,,14.901596069335938,0.800000011920929,0.20000000298023224,1.0,15.45
23912711349,2026-08-03,2026-08-03 20:00:17,Technogym Run Excite: Quick Start,running,14.2,1.01,108.0,133.0,74.0,,,,,,,4.3
23912712554,2026-08-03,2026-08-03 19:36:46,Technogym Run Excite: Quick Start,running,22.2,2.02,128.0,132.0,114.0,,,,,,,5.48
23835438477,2026-08-03,2026-08-03 18:36:27,Shoulder Alternative,strength_training,53.9,,128.0,169.0,298.0,,,58.02751159667969,2.0999999046325684,1.7000000476837158,,
23834720781,2026-08-03,2026-08-03 18:20:17,Quan 10 Cycling,cycling,6.4,1.49,115.0,126.0,34.0,,,5.6227874755859375,0.4000000059604645,0.0,1.0,13.91
23834063276,2026-08-03,2026-08-03 16:06:08,Quan 10 Road Cycling,road_biking,73.2,28.94,131.0,146.0,444.0,86.0,86.0,75.05012512207031,2.799999952316284,0.0,39.0,23.73
23830460209,2026-08-03,2026-08-03 07:16:03,Meditation,meditation,10.0,,58.0,59.0,,,,0.0,0.0,0.0,,
23830396335,2026-08-03,2026-08-03 06:54:23,Relax and Focus,breathwork,15.6,,75.0,77.0,,,,0.0,0.0,0.0,,
23848997845,2026-08-04,2026-08-04 20:14:11,Quan 10 Cycling,cycling,5.3,1.32,113.0,124.0,28.0,,,4.3583984375,0.30000001192092896,0.0,0.0,14.94
23912710245,2026-08-04,2026-08-04 18:35:01,Technogym Run Excite: Quick Start,running,27.9,2.54,121.0,137.0,144.0,,,,,,,5.47
23847989191,2026-08-04,2026-08-04 18:19:32,Quan 10 Cycling,cycling,5.8,1.51,117.0,133.0,32.0,,,7.525543212890625,0.5,0.0,0.0,15.72
23843135338,2026-08-04,2026-08-04 08:34:21,Meditation,meditation,10.0,,60.0,78.0,,,,0.0,0.0,0.0,,
23843034551,2026-08-04,2026-08-04 08:18:13,Relax and Focus,breathwork,15.6,,64.0,95.0,,,,0.1438140869140625,0.0,0.0,,
23862131205,2026-08-05,2026-08-05 20:12:08,Quan 10 Cycling,cycling,5.0,1.31,121.0,149.0,31.0,,,10.837432861328125,0.4000000059604645,0.20000000298023224,0.0,15.8
23912708882,2026-08-05,2026-08-05 19:39:10,Technogym Bike Excite: Quick Start,cycling,21.3,8.49,131.0,142.0,165.0,94.4734375,97.68717423227955,,,,,23.88
23861639909,2026-08-05,2026-08-05 18:38:53,Chest Alternative,strength_training,55.7,,116.0,153.0,247.0,,,18.191696166992188,1.0,0.20000000298023224,,
23860878177,2026-08-05,2026-08-05 18:25:06,Quan 10 Cycling,cycling,6.2,1.5,110.0,123.0,30.0,,,3.5746917724609375,0.20000000298023224,0.0,1.0,14.49
23855395568,2026-08-05,2026-08-05 04:56:10,Quan 10 - Sprint,road_biking,69.5,30.04,147.0,172.0,533.0,116.0,166.0,246.419677734375,3.5,3.0999999046325684,73.0,25.95
23854778020,2026-08-05,2026-08-05 04:35:53,Meditation,meditation,10.0,,63.0,85.0,,,,0.0,0.0,0.0,,
23854772678,2026-08-05,2026-08-05 04:19:48,Relax and Focus,breathwork,15.6,,61.0,88.0,,,,0.0,0.0,0.0,,
23875336289,2026-08-06,2026-08-06 19:13:50,Quan 2 Walking,walking,106.3,8.12,101.0,117.0,522.0,,,40.2259521484375,2.200000047683716,0.0,5.0,4.59
23868806734,2026-08-06,2026-08-06 07:06:49,Meditation,meditation,10.0,,59.0,71.0,,,,0.0,0.0,0.0,,
23868739945,2026-08-06,2026-08-06 06:50:47,Relax and Focus,breathwork,15.6,,60.0,72.0,,,,0.0,0.0,0.0,,
23887033553,2026-08-07,2026-08-07 19:55:10,Quan 10 Cycling,cycling,5.4,1.51,124.0,134.0,35.0,,,7.3079986572265625,0.5,0.0,0.0,16.7
23912707517,2026-08-07,2026-08-07 19:18:52,Technogym Run Excite: Quick Start,running,30.0,3.14,123.0,164.0,213.0,,,,,,,6.28
23887033136,2026-08-07,2026-08-07 18:23:00,Back Alternative,strength_training,52.6,,118.0,153.0,249.0,,,19.289520263671875,1.0,0.30000001192092896,,
23887032616,2026-08-07,2026-08-07 18:07:50,Quan 10 Cycling,cycling,6.5,1.49,112.0,138.0,33.0,,,4.848846435546875,0.30000001192092896,0.0,0.0,13.73
23881839460,2026-08-07,2026-08-07 08:54:18,Meditation,meditation,10.0,,64.0,96.0,,,,0.0,0.0,0.0,,
23881793017,2026-08-07,2026-08-07 08:38:07,Relax and Focus,breathwork,15.6,,61.0,86.0,,,,0.0,0.0,0.0,,
23899689478,2026-08-08,2026-08-08 18:13:29,Quan 10 Road Cycling,road_biking,132.8,55.8,148.0,184.0,1058.0,135.0,160.0,428.35601806640625,4.5,3.9000000953674316,157.0,25.2
23893448685,2026-08-08,2026-08-08 08:57:26,Meditation,meditation,10.0,,65.0,99.0,,,,0.0222015380859375,0.0,0.0,,
23893403661,2026-08-08,2026-08-08 08:41:13,Relax and Focus,breathwork,15.6,,66.0,86.0,,,,0.0884857177734375,0.0,0.0,,
23914015806,2026-08-09,2026-08-09 23:27:17,Relax and Focus (Short),breathwork,5.6,,60.0,81.0,,,,0.0,0.0,0.0,,
23912706004,2026-08-09,2026-08-09 15:30:55,MyWhoosh - Hudayriyat - Hudayriyat Outer Loop,indoor_cycling,60.8,23.72,129.0,136.0,326.0,89.06798245614036,89.95987040983837,,,,526.2406387329102,23.41
23905350321,2026-08-09,2026-08-09 07:40:07,Meditation,meditation,10.0,,58.0,73.0,,,,0.0,0.0,0.0,,
23905282284,2026-08-09,2026-08-09 07:21:25,Relax and Focus,breathwork,15.6,,59.0,88.0,,,,0.0,0.0,0.0,,
23924541496,2026-08-10,2026-08-10 22:37:49,Relax and Focus (Short),breathwork,5.6,,84.0,162.0,,,,0.0222015380859375,0.0,0.0,,
23922903777,2026-08-10,2026-08-10 20:07:40,Quan 10 Cycling,cycling,5.4,1.32,123.0,138.0,34.0,,,6.6178741455078125,0.4000000059604645,0.0,0.0,14.59
23922452195,2026-08-10,2026-08-10 18:35:58,Shoulder Alternative,strength_training,56.3,,117.0,166.0,252.0,,,46.49481201171875,0.8999999761581421,2.0999999046325684,,
23921734868,2026-08-10,2026-08-10 18:21:26,Quan 10 Cycling,cycling,6.3,1.49,104.0,116.0,26.0,,,2.841949462890625,0.20000000298023224,0.0,1.0,14.31
23918487481,2026-08-10,2026-08-10 12:17:35,Quan 10 Cycling,cycling,5.2,1.32,130.0,143.0,38.0,,,9.356124877929688,0.6000000238418579,0.0,3.0,15.13
23918246173,2026-08-10,2026-08-10 11:11:42,Light Leg,strength_training,23.3,,131.0,154.0,158.0,,,34.00685119628906,2.0,0.20000000298023224,,
23918146014,2026-08-10,2026-08-10 11:01:03,Quan 10 Cycling,cycling,5.8,1.51,120.0,141.0,35.0,,,8.009384155273438,0.5,0.0,1.0,15.68
23917719274,2026-08-10,2026-08-10 07:44:55,Quan 10 Road Cycling,road_biking,53.6,20.43,124.0,142.0,325.0,89.0,87.0,45.78749084472656,2.299999952316284,0.0,17.0,22.87
23917456399,2026-08-10,2026-08-10 07:28:19,Meditation,meditation,10.0,,58.0,71.0,,,,0.0,0.0,0.0,,
23917392249,2026-08-10,2026-08-10 07:07:17,Relax and Focus,breathwork,15.6,,57.0,85.0,,,,0.0,0.0,0.0,,
23917324434,2026-08-10,2026-08-10 07:00:59,Relax and Focus (Short),breathwork,5.6,,60.0,83.0,,,,0.0,0.0,0.0,,
23933479956,2026-08-11,2026-08-11 15:38:18,Pool Swim,lap_swimming,57.8,1.6,119.0,153.0,290.0,,,23.145355224609375,1.600000023841858,0.0,,1.66
23930223408,2026-08-11,2026-08-11 08:53:26,Meditation,meditation,10.0,,59.0,71.0,,,,0.0,0.0,0.0,,
23930224703,2026-08-11,2026-08-11 08:37:24,Relax and Focus,breathwork,15.6,,59.0,95.0,,,,0.0,0.0,0.0,,
